distribution_channel,previous_cancellations,booking_changes,agent,company,days_in_waiting_list,reservation_status
TA/TO,0,0,121.0,0.0,0,Check-Out
TA/TO,0,0,121.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Corporate,0,1,0.0,40.0,0,Check-Out
Corporate,0,0,0.0,40.0,0,Check-Out
Corporate,0,1,0.0,40.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,4,9.0,0.0,0,Check-Out
TA/TO,0,4,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,2,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,16.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,4,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,16.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,16.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,27.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
Direct,0,3,14.0,0.0,0,Check-Out
TA/TO,0,0,28.0,0.0,0,Check-Out
TA/TO,0,0,28.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,157.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,152.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,27.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,27.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,2,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,157.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,1,0.0,0.0,0,Check-Out
TA/TO,0,1,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,1,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,1,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,1,6.0,0.0,147,Check-Out
TA/TO,0,0,6.0,0.0,147,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,72.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,11.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,27.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,1,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,3,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,16.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,2,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,157.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,5,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
Direct,0,2,14.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,2,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,2,14.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Corporate,0,0,0.0,284.0,0,Check-Out
TA/TO,0,0,168.0,0.0,0,Check-Out
TA/TO,0,1,7.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
Direct,0,2,0.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,1,0.0,0.0,0,Check-Out
TA/TO,0,0,11.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,157.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,7,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,2,11.0,0.0,0,Check-Out
TA/TO,0,2,11.0,0.0,0,Check-Out
Direct,0,2,0.0,45.0,0,Check-Out
Direct,0,0,0.0,45.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,28.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,7,9.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,16.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,16.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,132.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,11.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,22.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Direct,0,1,14.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,28.0,0.0,0,Check-Out
TA/TO,0,0,42.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,2,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,4,9.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,83.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,7.0,0.0,0,Check-Out
TA/TO,0,1,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
GDS,0,0,195.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,132.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,3,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Corporate,0,0,0.0,174.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,85.0,0.0,0,Check-Out
TA/TO,0,0,42.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,89.0,0.0,0,Check-Out
TA/TO,0,0,168.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,83.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,138.0,0.0,0,Check-Out
